500000 4000
79374 60148 23 171983
79375 0 0 0
79376 14304 1 79377
79377 14304 2 79378
79378 14304 3 79379
79379 14304 4 79380
79380 14304 5 79381
79381 14304 6 79382
79382 14304 7 79383
79383 14304 8 79384
79384 14304 9 79385
79385 14304 10 79386
79386 14304 11 79387
79387 14304 12 79388
79388 14304 13 79389
79389 14304 14 79390
79390 14304 15 79391
79391 14304 16 79392
79392 14304 17 79393
79393 14304 18 79394
79394 14304 19 79395
79395 14304 20 79396
79396 14304 21 79397
79397 14304 22 79398
79398 14304 23 79399
79399 14304 24 79400
79400 14304 25 79401
79401 14304 26 79402
79402 14304 27 79403
79403 14304 28 79404
79404 14304 29 79405
79405 14304 30 79406
79406 14304 31 79407
79407 14304 32 79408
79408 14304 33 79409
79409 14304 34 79410
79410 14304 35 79411
79411 14304 36 79412
79412 14304 37 79413
79413 14304 38 79414
79414 14304 39 79415
79415 14304 40 79416
79416 14304 41 79417
79417 14304 42 79418
79418 14304 43 79419
79419 14304 44 79420
79420 14304 45 79421
79421 14304 46 79422
79422 14304 47 79423
79423 14304 48 79424
79424 14304 49 79425
79425 14304 50 79426
79426 14304 51 79427
79427 14304 52 79428
79428 14304 53 79429
79429 14304 54 79430
79430 14304 55 79431
79431 14304 56 79432
79432 14304 57 79433
79433 14304 58 79434
79434 14304 59 79435
79435 14304 60 79436
79436 14304 61 79437
79437 14304 62 79438
79438 14304 63 79439
79439 14304 64 79440
79440 14304 65 79441
79441 14304 66 79442
79442 14304 67 79443
79443 14304 68 79444
79444 14304 69 79445
79445 14304 70 79446
79446 14304 71 79447
79447 14304 72 79448
79448 14304 73 79449
79449 14304 74 79450
79450 14304 75 79451
79451 14304 76 79452
79452 14304 77 79453
79453 14304 78 79454
79454 14304 79 79455
79455 14304 80 79456
79456 14304 81 79457
79457 14304 82 79458
79458 14304 83 79459
79459 14304 84 79460
79460 14304 85 79461
79461 14304 86 79462
79462 14304 87 79463
79463 14304 88 79464
79464 14304 89 79465
79465 14304 90 79466
79466 14304 91 79467
79467 14304 92 79468
79468 14304 93 79469
79469 14304 94 79470
79470 14304 95 79471
79471 14304 96 79472
79472 14304 97 79473
79473 14304 98 79474
79474 14304 99 79475
79475 14304 100 79476
79476 14304 101 79477
79477 14304 102 79478
79478 14304 103 79479
79479 14304 104 79480
79480 14304 105 79481
79481 14304 106 79482
79482 14304 107 79483
79483 14304 108 79484
79484 14304 109 79485
79485 14304 110 79486
79486 14304 111 79487
79487 14304 112 79488
79488 14304 113 79489
79489 14304 114 79490
79490 14304 115 79491
79491 14304 116 79492
79492 14304 117 79493
79493 14304 118 79494
79494 14304 119 79495
79495 14304 120 79496
79496 14304 121 79497
79497 14304 122 79498
79498 14304 123 79499
79499 14304 124 79500
79500 14304 125 79501
79501 14304 126 79502
79502 14304 127 79503
79503 14304 128 79504
79504 14304 129 79505
79505 14304 130 79506
79506 14304 131 79507
79507 14304 132 79508
79508 14304 133 1
79509 0 0 0
79510 43320 105 454170
79511 0 0 0
79512 38158 80 349435
79513 38149 113 79514
79514 38149 114 79515
79515 38149 115 319883
79516 31264 106 237874
79517 0 0 0
79518 60176 118 396582
79519 0 0 0
79520 26922 76 62806
79521 0 0 0
79522 26162 70 11682
79523 0 0 0
79524 5785 78 138653
79525 0 0 0
79526 50779 27 246352
79527 0 0 0
79528 19079 165 453730
79529 54313 15 159746
79530 0 0 0
79531 0 0 0
79532 58309 31 432704
79533 0 0 0
79534 33139 13 474480
79535 33245 25 154452
79536 0 0 0
79537 0 0 0
79538 44285 12 315736
79539 0 0 0
79540 57036 137 432002
79541 0 0 0
79542 39738 152 479946
79543 0 0 0
79544 8701 67 161111
79545 0 0 0
79546 59311 41 402827
79547 26589 75 248119
79548 46047 4 239164
79549 0 0 0
79550 15207 12 357098
79551 2418 88 62258
79552 0 0 0
79553 0 0 0
79554 53055 204 280848
79555 0 0 0
79556 0 0 0
79557 0 0 0
79558 26360 73 79559
79559 26360 74 79560
79560 26360 75 79561
79561 26360 76 79562
79562 26360 77 79563
79563 26360 78 462025
79564 24231 103 479166
79565 35088 44 346156
79566 60075 25 335022
79567 0 0 0
79568 46422 44 469422
79569 0 0 0
79570 0 0 0
79571 35424 85 112844
79572 0 0 0
79573 0 0 0
79574 54057 50 380907
79575 0 0 0
79576 0 0 0
79577 25261 134 145231
79578 0 0 0
79579 44763 42 40774
79580 12434 2 137534
79581 43594 207 409540
79582 14528 17 79583
79583 14528 18 79584
79584 14528 19 79585
79585 14528 20 11990
79586 44682 124 276016
79587 0 0 0
79588 21667 107 281156
79589 0 0 0
79590 37247 141 365423
79591 0 0 0
79592 31016 93 198702
79593 0 0 0
79594 5159 88 79595
79595 5159 89 9056
79596 60310 117 79597
79597 60310 118 79598
79598 60310 119 441108
79599 14092 110 437654
79600 4334 75 266158
79601 32676 83 71669
79602 23415 23 436846
79603 10117 8 499990
79604 23894 14 79605
79605 23894 15 79606
79606 23894 16 79607
79607 23894 17 484502
79608 43329 28 120252
79609 0 0 0
79610 0 0 0
79611 57642 56 374210
79612 0 0 0
79613 0 0 0
79614 46709 125 127868
79615 6905 39 343045
79616 29920 36 283894
79617 9006 13 192963
79618 0 0 0
79619 0 0 0
79620 20544 23 466031
79621 49209 23 79622
79622 49209 24 79623
79623 49209 25 292968
79624 29312 63 434583
79625 44292 108 308341
79626 2836 39 284997
79627 0 0 0
79628 49221 10 27267
79629 21546 108 166589
79630 6905 82 141612
79631 56658 7 355906
79632 64281 30 450895
79633 32049 95 421224
79634 32676 72 105321
79635 0 0 0
79636 33537 36 425074
79637 0 0 0
79638 63101 26 155733
79639 0 0 0
79640 27234 2 121228
79641 0 0 0
79642 46833 184 79643
79643 46833 185 79644
79644 46833 186 79645
79645 46833 187 79646
79646 46833 188 79647
79647 46833 189 400270
79648 28131 14 181098
79649 0 0 0
79650 0 0 0
79651 0 0 0
79652 52831 145 242486
79653 30758 82 79654
79654 30758 83 79655
79655 30758 84 187101
79656 50858 77 314833
79657 45964 181 245818
79658 0 0 0
79659 0 0 0
79660 15871 49 120265
79661 0 0 0
79662 25523 62 442740
79663 0 0 0
79664 11834 6 55761
79665 0 0 0
79666 2125 46 126638
79667 0 0 0
79668 0 0 0
79669 19353 111 175576
79670 35478 52 115662
79671 0 0 0
79672 37568 42 79673
79673 37568 43 79674
79674 37568 44 79675
79675 37568 45 238733
79676 12434 85 428525
79677 39738 166 467714
79678 50001 11 431854
79679 0 0 0
79680 0 0 0
79681 14173 46 97916
79682 520 136 86335
79683 0 0 0
79684 11189 61 137954
79685 3251 30 238788
79686 41829 166 385422
79687 0 0 0
79688 6036 31 317351
79689 7620 109 451542
79690 40785 8 365906
79691 16175 78 356220
79692 35011 102 176588
79693 60771 18 237124
79694 51502 130 197784
79695 59324 18 21548
79696 7616 158 425647
79697 9279 102 331344
79698 42343 152 79699
79699 42343 153 79700
79700 42343 154 79701
79701 42343 155 79702
79702 42343 156 79703
79703 42343 157 79704
79704 42343 158 79705
79705 42343 159 79706
79706 42343 160 79707
79707 42343 161 79708
79708 42343 162 79709
79709 42343 163 79710
79710 42343 164 79711
79711 42343 165 79712
79712 42343 166 79713
79713 42343 167 79714
79714 42343 168 79715
79715 42343 169 79716
79716 42343 170 79717
79717 42343 171 414199
79718 53322 133 8594
79719 0 0 0
79720 8628 75 15636
79721 0 0 0
79722 30532 7 236420
79723 0 0 0
79724 14768 69 485890
79725 41220 111 261805
79726 32169 8 297201
79727 0 0 0
79728 60771 59 330362
79729 0 0 0
79730 0 0 0
79731 0 0 0
79732 42316 61 270542
79733 5311 1 97969
79734 35884 4 378898
79735 0 0 0
79736 38905 77 101876
79737 0 0 0
79738 0 0 0
79739 50310 194 283322
79740 60771 90 250224
79741 14367 164 79742
79742 14367 165 85075
79743 45416 70 401862
79744 33763 16 182182
79745 0 0 0
79746 38209 33 241466
79747 0 0 0
79748 11668 92 339505
79749 64366 55 171930
79750 10834 129 79751
79751 10834 130 338960
79752 65346 96 234546
79753 0 0 0
79754 34340 6 79755
79755 34340 7 79756
79756 34340 8 79757
79757 34340 9 79758
79758 34340 10 79759
79759 34340 11 79760
79760 34340 12 79761
79761 34340 13 5368
79762 63101 18 246502
79763 0 0 0
79764 41232 131 265538
79765 42316 14 323790
79766 24110 155 203785
79767 0 0 0
79768 4067 121 230591
79769 55007 27 397745
79770 2418 27 287972
79771 10887 28 20152
79772 45656 92 430580
79773 59443 64 111472
79774 11210 51 115128
79775 23712 39 221968
79776 0 0 0
79777 0 0 0
79778 37913 4 188212
79779 36124 40 1
79780 0 0 0
79781 26774 15 1
79782 22828 16 197972
79783 45834 143 79784
79784 45834 144 79785
79785 45834 145 79786
79786 45834 146 79787
79787 45834 147 79788
79788 45834 148 165672
79789 54831 156 180294
79790 11668 129 220064
79791 0 0 0
79792 49934 14 208230
79793 0 0 0
79794 43721 167 149142
79795 14886 55 127386
79796 39926 76 429932
79797 0 0 0
79798 63068 153 197586
79799 3411 45 72700
79800 63162 66 319886
79801 0 0 0
79802 31264 173 284868
79803 0 0 0
79804 17749 36 336886
79805 0 0 0
79806 46343 57 254827
79807 0 0 0
79808 44346 48 382156
79809 24783 24 199648
79810 17788 158 415928
79811 34582 100 451815
79812 36596 155 79813
79813 36596 156 79814
79814 36596 157 79815
79815 36596 158 79816
79816 36596 159 79817
79817 36596 160 79818
79818 36596 161 18242
79819 46923 85 279819
79820 59252 55 460802
79821 0 0 0
79822 61999 114 79823
79823 61999 115 283929
79824 57427 6 120983
79825 62028 9 156582
79826 63783 67 12077
79827 0 0 0
79828 38660 114 208406
79829 0 0 0
79830 0 0 0
79831 0 0 0
79832 4202 69 310194
79833 0 0 0
79834 22572 137 4643
79835 0 0 0
79836 0 0 0
79837 11200 26 279123
79838 50541 7 98608
79839 58206 45 417422
79840 46709 55 124006
79841 0 0 0
79842 60425 105 79843
79843 60425 106 79844
79844 60425 107 79845
79845 60425 108 79846
79846 60425 109 79847
79847 60425 110 79848
79848 60425 111 79849
79849 60425 112 82284
79850 17730 7 393492
79851 0 0 0
79852 0 0 0
79853 0 0 0
79854 11681 47 79855
79855 11681 48 79856
79856 11681 49 79857
79857 11681 50 79858
79858 11681 51 79859
79859 11681 52 79860
79860 11681 53 79861
79861 11681 54 79862
79862 11681 55 79863
79863 11681 56 79864
79864 11681 57 79865
79865 11681 58 79866
79866 11681 59 79867
79867 11681 60 215664
79868 15159 8 207413
79869 0 0 0
79870 46673 138 79871
79871 46673 139 79872
79872 46673 140 79873
79873 46673 141 451764
79874 6795 50 141932
79875 0 0 0
79876 56658 81 226951
79877 25777 54 256892
79878 50312 138 388930
79879 38859 17 79880
79880 38859 18 79881
79881 38859 19 2918
79882 22438 10 486964
79883 0 0 0
79884 3854 96 23648
79885 0 0 0
79886 2309 108 228102
79887 0 0 0
79888 58026 14 1
79889 0 0 0
79890 18499 59 125417
79891 0 0 0
79892 14367 131 79893
79893 14367 132 90510
79894 62575 198 113004
79895 0 0 0
79896 1511 10 76265
79897 35333 32 73760
79898 0 0 0
79899 0 0 0
79900 20813 48 79901
79901 20813 49 79902
79902 20813 50 79903
79903 20813 51 79904
79904 20813 52 79905
79905 20813 53 377654
79906 32090 112 213510
79907 0 0 0
79908 3896 64 79909
79909 3896 65 79910
79910 3896 66 494366
79911 15787 94 79912
79912 15787 95 79913
79913 15787 96 79914
79914 15787 97 79915
79915 15787 98 79916
79916 15787 99 79917
79917 15787 100 79918
79918 15787 101 79919
79919 15787 102 362580
79920 55958 25 65603
79921 0 0 0
79922 12750 19 216348
79923 0 0 0
79924 4319 15 156789
79925 0 0 0
79926 30200 98 79927
79927 30200 99 79928
79928 30200 100 79929
79929 30200 101 73655
79930 44311 57 66705
79931 0 0 0
79932 0 0 0
79933 46874 105 163819
79934 0 0 0
79935 12005 6 459816
79936 61538 19 79937
79937 61538 20 79938
79938 61538 21 79939
79939 61538 22 114908
79940 34140 45 419783
79941 47850 126 79942
79942 47850 127 79943
79943 47850 128 431250
79944 54102 43 474282
79945 43413 151 411710
79946 36533 37 47054
79947 0 0 0
79948 27568 7 79949
79949 27568 8 79950
79950 27568 9 79951
79951 27568 10 79952
79952 27568 11 79953
79953 27568 12 347205
79954 16238 11 348478
79955 0 0 0
79956 23995 1 79957
79957 23995 2 79958
79958 23995 3 79959
79959 23995 4 79960
79960 23995 5 79961
79961 23995 6 35192
79962 18985 45 325260
79963 0 0 0
79964 51502 146 336607
79965 0 0 0
79966 62320 112 276816
79967 18063 117 192510
79968 50541 18 33784
79969 0 0 0
79970 50270 53 304236
79971 0 0 0
79972 14927 4 159686
79973 0 0 0
79974 25015 22 79975
79975 25015 23 41920
79976 383 55 79977
79977 383 56 79978
79978 383 57 79979
79979 383 58 79980
79980 383 59 79981
79981 383 60 451366
79982 20699 9 447920
79983 0 0 0
79984 65345 18 1661
79985 0 0 0
79986 4334 162 50345
79987 32499 109 424132
79988 0 0 0
79989 49706 205 229165
79990 0 0 0
79991 0 0 0
79992 36603 64 134300
79993 0 0 0
79994 61675 162 79995
79995 61675 163 79996
79996 61675 164 79997
79997 61675 165 79998
79998 61675 166 79999
79999 61675 167 279866
80000 31565 8 416722
80001 8171 87 278984
80002 39418 22 80003
80003 39418 23 80004
80004 39418 24 487801
80005 4529 56 492955
80006 0 0 0
80007 17511 135 496478
80008 25611 70 272581
80009 51059 48 436960
80010 617 36 411700
80011 0 0 0
80012 0 0 0
80013 5785 75 364222
80014 63261 20 342418
80015 0 0 0
80016 18483 91 80017
80017 18483 92 80018
80018 18483 93 80019
80019 18483 94 101958
80020 31626 43 143634
80021 5321 13 80022
80022 5321 14 80023
80023 5321 15 122062
80024 65269 7 36742
80025 0 0 0
80026 54460 45 134711
80027 0 0 0
80028 41557 31 87715
80029 0 0 0
80030 3854 116 451132
80031 0 0 0
80032 16140 68 335063
80033 0 0 0
80034 0 0 0
80035 8636 48 473136
80036 60515 17 400570
80037 53073 199 406132
80038 0 0 0
80039 0 0 0
80040 62556 1 80041
80041 62556 2 80042
80042 62556 3 80043
80043 62556 4 112354
80044 35084 114 133898
80045 0 0 0
80046 31264 39 463231
80047 0 0 0
80048 61019 80 80049
80049 61019 81 397300
80050 7945 21 409715
80051 0 0 0
80052 44285 17 386048
80053 0 0 0
80054 17186 57 80055
80055 17186 58 80056
80056 17186 59 80057
80057 17186 60 80058
80058 17186 61 80059
80059 17186 62 80060
80060 17186 63 80061
80061 17186 64 80062
80062 17186 65 80063
80063 17186 66 80064
80064 17186 67 80065
80065 17186 68 80066
80066 17186 69 80067
80067 17186 70 80068
80068 17186 71 80069
80069 17186 72 80070
80070 17186 73 80071
80071 17186 74 484662
80072 10181 5 382666
80073 0 0 0
80074 51890 14 213744
80075 0 0 0
80076 62467 40 160967
80077 0 0 0
80078 27552 93 80079
80079 27552 94 80080
80080 27552 95 80081
80081 27552 96 234414
80082 28956 31 404668
80083 0 0 0
80084 24339 150 407500
80085 13869 32 10396
80086 0 0 0
80087 30758 155 80088
80088 30758 156 80089
80089 30758 157 80090
80090 30758 158 80091
80091 30758 159 341094
80092 42045 109 247194
80093 56244 53 126434
80094 10181 58 95208
80095 45964 155 274772
80096 16471 43 281022
80097 59447 14 80098
80098 59447 15 80099
80099 59447 16 80100
80100 59447 17 80101
80101 59447 18 293278
80102 33763 153 339841
80103 0 0 0
80104 49662 64 267442
80105 0 0 0
80106 42316 55 258454
80107 47977 33 80108
80108 47977 34 80109
80109 47977 35 80110
80110 47977 36 80111
80111 47977 37 80112
80112 47977 38 80113
80113 47977 39 80114
80114 47977 40 80115
80115 47977 41 80116
80116 47977 42 80117
80117 47977 43 459480
80118 1629 88 206372
80119 0 0 0
80120 10117 88 346300
80121 39153 2 300170
80122 43709 59 80123
80123 43709 60 481835
80124 28206 8 80125
80125 28206 9 80126
80126 28206 10 80127
80127 28206 11 80128
80128 28206 12 80129
80129 28206 13 80130
80130 28206 14 80131
80131 28206 15 287799
80132 441 85 253870
80133 0 0 0
80134 0 0 0
80135 0 0 0
80136 7874 6 19898
80137 0 0 0
80138 45812 81 99086
80139 0 0 0
80140 26162 42 93142
80141 12434 191 311868
80142 0 0 0
80143 0 0 0
80144 47854 57 80145
80145 47854 58 80146
80146 47854 59 303960
80147 15440 26 230189
80148 31459 45 265201
80149 12309 60 9032
80150 21710 44 424412
80151 0 0 0
80152 0 0 0
80153 0 0 0
80154 16837 74 298828
80155 0 0 0
80156 23255 174 316510
80157 0 0 0
80158 2140 112 80159
80159 2140 113 80160
80160 2140 114 80161
80161 2140 115 80162
80162 2140 116 360932
80163 4204 127 188570
80164 7910 33 154900
80165 0 0 0
80166 49774 48 189897
80167 0 0 0
80168 48976 14 80169
80169 48976 15 80170
80170 48976 16 80171
80171 48976 17 80172
80172 48976 18 80173
80173 48976 19 80174
80174 48976 20 80175
80175 48976 21 80176
80176 48976 22 80177
80177 48976 23 80178
80178 48976 24 80179
80179 48976 25 80180
80180 48976 26 80181
80181 48976 27 411144
80182 50590 111 80183
80183 50590 112 80184
80184 50590 113 80185
80185 50590 114 80186
80186 50590 115 80187
80187 50590 116 80188
80188 50590 117 80189
80189 50590 118 80190
80190 50590 119 80191
80191 50590 120 80192
80192 50590 121 80193
80193 50590 122 80194
80194 50590 123 80195
80195 50590 124 80196
80196 50590 125 431312
80197 28423 145 429812
80198 38801 67 193183
80199 15669 6 255504
80200 24096 90 80201
80201 24096 91 80202
80202 24096 92 80203
80203 24096 93 80204
80204 24096 94 80205
80205 24096 95 80206
80206 24096 96 80207
80207 24096 97 153459
80208 21866 22 212722
80209 3964 12 199162
80210 0 0 0
80211 0 0 0
80212 39733 16 467844
80213 36804 99 333896
80214 0 0 0
80215 25803 99 80216
80216 25803 100 80217
80217 25803 101 80218
80218 25803 102 80219
80219 25803 103 80220
80220 25803 104 80221
80221 25803 105 283114
80222 19936 42 333162
80223 11015 88 80224
80224 11015 89 80225
80225 11015 90 80226
80226 11015 91 80227
80227 11015 92 80228
80228 11015 93 80229
80229 11015 94 80230
80230 11015 95 80231
80231 11015 96 80232
80232 11015 97 80233
80233 11015 98 80234
80234 11015 99 80235
80235 11015 100 80236
80236 11015 101 80237
80237 11015 102 80238
80238 11015 103 80239
80239 11015 104 272970
80240 43721 183 10374
80241 0 0 0
80242 0 0 0
80243 18499 38 411952
80244 42455 33 80245
80245 42455 34 80246
80246 42455 35 80247
80247 42455 36 379218
80248 6115 4 408308
80249 0 0 0
80250 45167 36 231800
80251 0 0 0
80252 0 0 0
80253 44763 58 338522
80254 9159 164 325600
80255 19936 92 39964
80256 23575 146 349524
80257 60419 12 80258
80258 60419 13 80259
80259 60419 14 37460
80260 30829 42 125773
80261 17749 55 121513
80262 12434 188 39592
80263 46739 79 374473
80264 1057 35 234245
80265 0 0 0
80266 520 121 233993
80267 15906 18 80268
80268 15906 19 80269
80269 15906 20 258350
80270 28699 156 80271
80271 28699 157 480468
80272 56361 130 63224
80273 0 0 0
80274 0 0 0
80275 15078 9 161490
80276 53055 168 140665
80277 0 0 0
80278 2309 212 490887
80279 0 0 0
80280 51502 118 114903
80281 0 0 0
80282 55693 25 239767
80283 0 0 0
80284 63783 128 10976
80285 61539 113 431764
80286 0 0 0
80287 0 0 0
80288 17236 31 351557
80289 0 0 0
80290 57186 19 194732
80291 62280 50 405608
80292 44595 113 80293
80293 44595 114 80294
80294 44595 115 80295
80295 44595 116 80296
80296 44595 117 80297
80297 44595 118 255140
80298 36750 60 146070
80299 17955 27 380822
80300 62269 2 174192
80301 0 0 0
80302 47752 166 393386
80303 0 0 0
80304 0 0 0
80305 0 0 0
80306 30528 78 290824
80307 53383 29 80308
80308 53383 30 80309
80309 53383 31 410726
80310 707 17 353418
80311 0 0 0
80312 23255 27 445512
80313 0 0 0
80314 60317 20 209354
80315 0 0 0
80316 9159 126 290618
80317 24110 129 392728
80318 37335 12 486666
80319 0 0 0
80320 38244 116 455356
80321 5743 116 80322
80322 5743 117 80323
80323 5743 118 80324
80324 5743 119 181428
80325 31590 57 120868
80326 7408 36 80327
80327 7408 37 134784
80328 35982 75 80329
80329 35982 76 80330
80330 35982 77 80331
80331 35982 78 80332
80332 35982 79 80333
80333 35982 80 80334
80334 35982 81 370362
80335 37656 12 133586
80336 16837 26 42822
80337 54522 89 80338
80338 54522 90 80339
80339 54522 91 80340
80340 54522 92 268714
